ID	NCBI_GENE_ID	ENSEMBL_ID	OFFICIAL_SYMBOL	OFFICIAL_NAME
9254725	105377905		LOC105377905	uncharacterized LOC105377905
9254739	105377908		LOC105377908	uncharacterized LOC105377908
9254742	105377909		LOC105377909	uncharacterized LOC105377909
9254745	105377910		LOC105377910	uncharacterized LOC105377910
9254748	105377911		LOC105377911	uncharacterized LOC105377911
9254754	105377913		LOC105377913	uncharacterized LOC105377913
9254765	105377916		LOC105377916	uncharacterized LOC105377916
9254772	105377917		LOC105377917	uncharacterized LOC105377917
9254775	105377918		LOC105377918	uncharacterized LOC105377918
9254783	105377921		LOC105377921	uncharacterized LOC105377921
9254786	105377922		LINC02836	long intergenic non-protein coding RNA 2836
9254790	105377923		LOC105377923	uncharacterized LOC105377923
9254793	105377924	ENSG00000282408	LOC105377924	uncharacterized LOC105377924
9254799	105377926	ENSG00000229654	LINC02526	long intergenic non-protein coding RNA 2526
9254802	105377927		LOC105377927	uncharacterized LOC105377927
9254807	105377928		LOC105377928	uncharacterized LOC105377928
9254809	105377929		LOC105377929	uncharacterized LOC105377929
9254825	105377935		ZBTB24-DT	ZBTB24 divergent transcript
9254832	105377936		LOC105377936	uncharacterized LOC105377936
9254835	105377937		LOC105377937	uncharacterized LOC105377937
9254840	105377938		LOC105377938	uncharacterized LOC105377938
9254843	105377939		LOC105377939	uncharacterized LOC105377939
9254848	105377940		LOC105377940	uncharacterized LOC105377940
9254853	105377941		LOC105377941	uncharacterized LOC105377941
9254869	105377944		LOC105377944	uncharacterized LOC105377944
9254872	105377945		LOC105377945	uncharacterized LOC105377945
9254877	105377946		LINC02527	long intergenic non-protein coding RNA 2527
9254884	105377947		LOC105377947	uncharacterized LOC105377947
9254890	105377949		LOC105377949	uncharacterized LOC105377949
9254895	105377950		LOC105377950	uncharacterized LOC105377950
9254903	105377952		LOC105377952	uncharacterized LOC105377952
9254908	105377953		LOC105377953	uncharacterized LOC105377953
9254916	105377955		LOC105377955	uncharacterized LOC105377955
9254919	105377956		LOC105377956	uncharacterized LOC105377956
9254922	105377957	ENSG00000232316	LINC02518	long intergenic non-protein coding RNA 2518
9254934	105377959	ENSG00000226079	LNCPOIR	lncRNA periodontal mesenchymal stem cell osteogenesis related
9254946	105377960		LOC105377960	uncharacterized LOC105377960
9254949	105377961		LOC105377961	uncharacterized LOC105377961
9254952	105377962	ENSG00000228777	LINC02534	long intergenic non-protein coding RNA 2534
9254958	105377963		LOC105377963	uncharacterized LOC105377963
9254961	105377964	ENSG00000287253	LOC105377964	uncharacterized LOC105377964
9254970	105377967		LOC105377967	uncharacterized LOC105377967
9254994	105377971		LOC105377971	uncharacterized LOC105377971
9255005	105377972		LOC105377972	uncharacterized LOC105377972
9255013	105377975		LOC105377975	uncharacterized LOC105377975
9255019	105377977		LOC105377977	uncharacterized LOC105377977
9255025	105377979		LOC105377979	uncharacterized LOC105377979
9255041	105377981		LOC105377981	uncharacterized LOC105377981
9255046	105377982	ENSG00000285691	LOC105377982	uncharacterized LOC105377982
9255052	105377984		LOC105377984	uncharacterized LOC105377984
9255058	105377986	ENSG00000237742	HEY2-AS1	HEY2 antisense RNA 1
9255074	105377989		LOC105377989	uncharacterized LOC105377989
9255084	105377991		LOC105377991	uncharacterized LOC105377991
9255091	105377992		LOC105377992	uncharacterized LOC105377992
9255094	105377993		LOC105377993	uncharacterized LOC105377993
9255097	105377994		LOC105377994	uncharacterized LOC105377994
9255110	105377995		LOC105377995	uncharacterized LOC105377995
9255113	105377996		LOC105377996	uncharacterized LOC105377996
9255118	105377997		LINC02536	long intergenic non-protein coding RNA 2536
9255125	105377998		LOC105377998	uncharacterized LOC105377998
9255130	105377999		LOC105377999	uncharacterized LOC105377999
9255139	105378002		LOC105378002	uncharacterized LOC105378002
9255142	105378003		LOC105378003	uncharacterized LOC105378003
9255147	105378004		LOC105378004	uncharacterized LOC105378004
9255150	105378005		LOC105378005	uncharacterized LOC105378005
9255163	105378008		LOC105378008	uncharacterized LOC105378008
9255166	105378009		LOC105378009	uncharacterized LOC105378009
9255169	105378010		LOC105378010	uncharacterized LOC105378010
9255172	105378011		LOC105378011	uncharacterized LOC105378011
9255181	105378012		LOC105378012	uncharacterized LOC105378012
9255184	105378013	ENSG00000233534	LINC02524	long intergenic non-protein coding RNA 2524
9255204	105378017		LOC105378017	uncharacterized LOC105378017
9255207	105378018		LOC105378018	uncharacterized LOC105378018
9255215	105378020	ENSG00000226004	SIMALR	suppressor of inflammatory macrophage apoptosis lncRNA
9255218	105378021		LOC105378021	uncharacterized LOC105378021
9255225	105378023		LOC105378023	uncharacterized LOC105378023
9255228	105378024		LOC105378024	uncharacterized LOC105378024
9255231	105378025		LOC105378025	uncharacterized LOC105378025
9255234	105378026		LOC105378026	uncharacterized LOC105378026
9255237	105378027		LOC105378027	uncharacterized LOC105378027
9255247	105378029		LOC105378029	uncharacterized LOC105378029
9255252	105378030		LOC105378030	uncharacterized LOC105378030
9255255	105378031		LOC105378031	uncharacterized LOC105378031
9255258	105378032		LINC02919	long intergenic non-protein coding RNA 2919
9255267	105378035		LOC105378035	uncharacterized LOC105378035
9255279	105378036		LOC105378036	uncharacterized LOC105378036
9255288	105378039		LOC105378039	uncharacterized LOC105378039
9255291	105378040		LOC105378040	uncharacterized LOC105378040
9255302	105378043		LOC105378043	uncharacterized LOC105378043
9255305	105378044	ENSG00000226249	LOC105378044	uncharacterized LOC105378044
9255314	105378047		UST-AS2	UST antisense RNA 2
9255320	105378049	ENSG00000225924	TAB2-AS1	TAB2 antisense RNA 1
9255330	105378052	ENSG00000216621	LOC105378052	uncharacterized LOC105378052
9255336	105378054		LOC105378054	uncharacterized LOC105378054
9255363	105378061		LOC105378061	uncharacterized LOC105378061
9255375	105378065	ENSG00000224893	LINC02840	long intergenic non-protein coding RNA 2840
9255378	105378066	ENSG00000237312	LOC105378066	uncharacterized LOC105378066
9255389	105378067		LOC105378067	uncharacterized LOC105378067
9255392	105378068		LOC105378068	uncharacterized LOC105378068
9255397	105378069		LOC105378069	uncharacterized LOC105378069
9255403	105378071		LOC105378071	uncharacterized LOC105378071
9255412	105378072		LOC105378072	uncharacterized LOC105378072
9255419	105378073		LOC105378073	uncharacterized LOC105378073
9255425	105378075		LOC105378075	uncharacterized LOC105378075
9255432	105378076		LOC105378076	uncharacterized LOC105378076
9255437	105378078		SNX9-AS1	SNX9 antisense RNA 1
9255454	105378083	ENSG00000271913	TAGAP-AS1	TAGAP antisense RNA 1
9255463	105378084		LOC105378084	uncharacterized LOC105378084
9255468	105378085		LOC105378085	uncharacterized LOC105378085
9255479	105378088		LOC105378088	uncharacterized LOC105378088
9255494	105378093		LOC105378093	uncharacterized LOC105378093
9255499	105378094		LOC105378094	uncharacterized LOC105378094
9255502	105378095		LOC105378095	uncharacterized LOC105378095
9255508	105378097		LOC105378097	uncharacterized LOC105378097
9255511	105378098		LOC105378098	uncharacterized LOC105378098
9255516	105378099		LOC105378099	uncharacterized LOC105378099
9255519	105378100		LOC105378100	uncharacterized LOC105378100
9255535	105378102		LOC105378102	uncharacterized LOC105378102
9255543	105378104		LOC105378104	uncharacterized LOC105378104
9255551	105378106		LOC105378106	uncharacterized LOC105378106
9255565	105378109		LOC105378109	uncharacterized LOC105378109
9255572	105378111		MEAT6	melanoma-associated transcript 6
9255582	105378113		LOC105378113	uncharacterized LOC105378113
9255589	105378114		LOC105378114	uncharacterized LOC105378114
9255592	105378115		LOC105378115	uncharacterized LOC105378115
9255595	105378116		LOC105378116	uncharacterized LOC105378116
9255604	105378117		LOC105378117	uncharacterized LOC105378117
9255607	105378118		LOC105378118	uncharacterized LOC105378118
9255611	105378120		LOC105378120	uncharacterized LOC105378120
9255630	105378123		LOC105378123	uncharacterized LOC105378123
9255642	105378126		LOC105378126	uncharacterized LOC105378126
9255651	105378127		LOC105378127	uncharacterized LOC105378127
9255654	105378128		LOC105378128	uncharacterized LOC105378128
9255657	105378129		LOC105378129	uncharacterized LOC105378129
9255660	105378130		LOC105378130	uncharacterized LOC105378130
9255665	105378131		LOC105378131	uncharacterized LOC105378131
9255680	105378135		LOC105378135	uncharacterized LOC105378135
9255687	105378137	ENSG00000237987	LOC105378137	uncharacterized LOC105378137
9255695	105378139		LOC105378139	uncharacterized LOC105378139
9255698	105378140		LOC105378140	uncharacterized LOC105378140
9255703	105378141		LOC105378141	uncharacterized LOC105378141
9255706	105378142		LOC105378142	uncharacterized LOC105378142
9255709	105378143		LOC105378143	uncharacterized LOC105378143
9255712	105378144		LOC105378144	uncharacterized LOC105378144
9255716	105378145		LOC105378145	uncharacterized LOC105378145
9255725	105378146		LOC105378146	uncharacterized LOC105378146
9255743	105378147		LINC02519	long intergenic non-protein coding RNA 2519
9255754	105378148		LOC105378148	uncharacterized LOC105378148
9255757	105378149		LOC105378149	zinc finger protein 227-like
9255760	105378150		LOC105378150	uncharacterized LOC105378150
9255771	105378153		LOC105378153	uncharacterized LOC105378153
9255802	105378157		LOC105378157	uncharacterized LOC105378157
9255852	105378175		LOC105378175	uncharacterized LOC105378175
9255857	105378177		LOC105378177	uncharacterized LOC105378177
9255859	105378178		LOC105378178	uncharacterized LOC105378178
9255861	105378179		LOC105378179	uncharacterized LOC105378179
9255864	105378180		LOC105378180	uncharacterized LOC105378180
9255870	105378183		LOC105378183	uncharacterized LOC105378183
9255872	105378184		LOC105378184	uncharacterized LOC105378184
9255900	105378193		LOC105378193	uncharacterized LOC105378193
9255924	105378198		LOC105378198	uncharacterized LOC105378198
9255927	105378199		LOC105378199	uncharacterized LOC105378199
9255945	105378204		LOC105378204	uncharacterized LOC105378204
9255957	105378208	ENSG00000251205	LOC105378208	uncharacterized LOC105378208
9255962	105378209		LOC105378209	uncharacterized LOC105378209
9255965	105378210		LOC105378210	uncharacterized LOC105378210
9255968	105378211		LOC105378211	uncharacterized LOC105378211
9255978	105378213		LOC105378213	uncharacterized LOC105378213
9255983	105378214		LOC105378214	uncharacterized LOC105378214
9255988	105378215		CTB-99A3.1	uncharacterized CTB-99A3.1
9255997	105378217		STK32A-AS1	STK32A antisense RNA 1
9256009	105378218		LOC105378218	uncharacterized LOC105378218
9256017	105378220	ENSG00000248109	MARCOL	MARCO like
9256030	105378224		LOC105378224	uncharacterized LOC105378224
9256033	105378225		LOC105378225	uncharacterized LOC105378225
9256036	105378226		LOC105378226	uncharacterized LOC105378226
9256042	105378228		LOC105378228	uncharacterized LOC105378228
9256048	105378230		LOC105378230	uncharacterized LOC105378230
9256055	105378231	ENSG00000260581	LOC105378231	uncharacterized LOC105378231
9256068	105378234		LOC105378234	uncharacterized LOC105378234
9256080	105378235		ATOX1-AS1	ATOX1 antisense RNA 1
9256085	105378236		LOC105378236	uncharacterized LOC105378236
9256088	105378237		LOC105378237	uncharacterized LOC105378237
9256091	105378238	ENSG00000251183	LINC01861	long intergenic non-protein coding RNA 1861
9256094	105378239		LOC105378239	uncharacterized LOC105378239
9256097	105378240		LOC105378240	uncharacterized LOC105378240
9256103	105378242	ENSG00000219492	LOC105378242	zinc finger protein 705A-like
9256114	105378247		LOC105378247	uncharacterized LOC105378247
9256116	105378248		LOC105378248	uncharacterized LOC105378248
9256120	105378250		LOC105378250	uncharacterized LOC105378250
9256131	105378255		LOC105378255	uncharacterized LOC105378255
9256134	105378256		LOC105378256	uncharacterized LOC105378256
9256138	105378258		LOC105378258	uncharacterized LOC105378258
9256149	105378262		LOC105378262	uncharacterized LOC105378262
9256162	105378267		LOC105378267	uncharacterized LOC105378267
9256169	105378268	ENSG00000285884	LOC105378268	uncharacterized LOC105378268
9256172	105378269		LOC105378269	uncharacterized LOC105378269
9256175	105378270		LINC02633	long intergenic non-protein coding RNA 2633
9256178	105378271		LOC105378271	uncharacterized LOC105378271
9256190	105378275		LOC105378275	uncharacterized LOC105378275
9256198	105378277	ENSG00000236769	LINC02659	long intergenic non-protein coding RNA 2659
9256216	105378281		LOC105378281	uncharacterized LOC105378281
9256222	105378283		LOC105378283	uncharacterized LOC105378283
9256231	105378286		LOC105378286	uncharacterized LOC105378286
9256238	105378287		LOC105378287	uncharacterized LOC105378287
9256243	105378289		LOC105378289	uncharacterized LOC105378289
9256248	105378291		LOC105378291	uncharacterized LOC105378291
9256253	105378292		LINC03029	long intergenic non-protein coding RNA 3029
9256271	105378298		LOC105378298	uncharacterized LOC105378298
9256276	105378299		LOC105378299	uncharacterized LOC105378299
9256290	105378302		LOC105378302	uncharacterized LOC105378302
9256302	105378305	ENSG00000231131	LOC105378305	uncharacterized LOC105378305
9256308	105378306		LOC105378306	uncharacterized LOC105378306
9256313	105378307		LOC105378307	uncharacterized LOC105378307
9256318	105378308		LOC105378308	uncharacterized LOC105378308
9256324	105378309		LINC02672	long intergenic non-protein coding RNA 2672
9256336	105378310		LOC105378310	uncharacterized LOC105378310
9256339	105378311	ENSG00000234173	LOC105378311	uncharacterized LOC105378311
9256347	105378313		LOC105378313	uncharacterized LOC105378313
9256350	105378314		LOC105378314	uncharacterized LOC105378314
9256356	105378316		LOC105378316	uncharacterized LOC105378316
9256372	105378318	ENSG00000235140	LOC105378318	uncharacterized LOC105378318
9256375	105378319		LOC105378319	uncharacterized LOC105378319
9256378	105378320		ANK3-DT	ANK3 divergent transcript
9256392	105378323		LOC105378323	uncharacterized LOC105378323
9256398	105378325	ENSG00000234756	LINC02621	long intergenic non-protein coding RNA 2621
9256406	105378327		LOC105378327	uncharacterized LOC105378327
9256408	105378328	ENSG00000224301	LOC105378328	uncharacterized LOC105378328
9256412	105378329		LOC105378329	uncharacterized LOC105378329
9256417	105378330		JMJD1C-AS2	JMJD1C antisense RNA 2
9256434	105378333		LOC105378333	uncharacterized LOC105378333
9256442	105378335		LOC105378335	uncharacterized LOC105378335
9256447	105378336		LOC105378336	uncharacterized LOC105378336
9256450	105378337		LOC105378337	uncharacterized LOC105378337
9256456	105378339		LOC105378339	uncharacterized LOC105378339
9256459	105378340		LOC105378340	uncharacterized LOC105378340
9256474	105378342		LOC105378342	uncharacterized LOC105378342
9256483	105378345		LOC105378345	uncharacterized LOC105378345
9256492	105378346		LINC02651	long intergenic non-protein coding RNA 2651
9256496	105378347		LOC105378347	uncharacterized LOC105378347
9256502	105378349	ENSG00000259267	LINC02622	long intergenic non-protein coding RNA 2622
9256505	105378350		LOC105378350	uncharacterized LOC105378350
9256508	105378351		LOC105378351	uncharacterized LOC105378351
9256517	105378353	ENSG00000289607	LOC105378353	uncharacterized LOC105378353
9256523	105378355	ENSG00000289362	LOC105378355	uncharacterized LOC105378355
9256526	105378356		LOC105378356	uncharacterized LOC105378356
9256532	105378358		LOC105378358	uncharacterized LOC105378358
9256538	105378360		SYNPO2L-AS1	SYNPO2L antisense RNA 1
9256565	105378367		LOC105378367	uncharacterized LOC105378367
9256604	105378372		LOC105378372	uncharacterized LOC105378372
9256614	105378375		LOC105378375	uncharacterized LOC105378375
9256622	105378378		LOC105378378	uncharacterized LOC105378378
9256625	105378379		LOC105378379	uncharacterized LOC105378379
9256637	105378383		LOC105378383	uncharacterized LOC105378383
9256643	105378385	ENSG00000226676	LINC02679	long intergenic non-protein coding RNA 2679
9256646	105378386	ENSG00000231082	LINC02655	long intergenic non-protein coding RNA 2655
9256650	105378387		LOC105378387	uncharacterized LOC105378387
9256659	105378390		LOC105378390	uncharacterized LOC105378390
9256667	105378392		LOC105378392	uncharacterized LOC105378392
9256672	105378393		LOC105378393	uncharacterized LOC105378393
9256675	105378394		LOC105378394	uncharacterized LOC105378394
9256681	105378396		LOC105378396	uncharacterized LOC105378396
9256688	105378397	ENSG00000233945	LINC02650	long intergenic non-protein coding RNA 2650
9256692	105378398		LOC105378398	uncharacterized LOC105378398
9256695	105378399		LOC105378399	uncharacterized LOC105378399
9256700	105378400		LOC105378400	uncharacterized LOC105378400
9256703	105378401		LOC105378401	uncharacterized LOC105378401
9256706	105378402	ENSG00000287057	LOC105378402	uncharacterized LOC105378402
9256709	105378403		LOC105378403	uncharacterized LOC105378403
9256712	105378404		LOC105378404	uncharacterized LOC105378404
9256725	105378406		LOC105378406	uncharacterized LOC105378406
9256730	105378407		LOC105378407	uncharacterized LOC105378407
9256735	105378408		LOC105378408	uncharacterized LOC105378408
9256740	105378409		LOC105378409	uncharacterized LOC105378409
9256742	105378410		LOC105378410	uncharacterized LOC105378410
9256749	105378412		LOC105378412	uncharacterized LOC105378412
9256759	105378414		LOC105378414	uncharacterized LOC105378414
9256762	105378415		LOC105378415	uncharacterized LOC105378415
9256767	105378416		LOC105378416	uncharacterized LOC105378416
9256773	105378418		LOC105378418	uncharacterized LOC105378418
9256776	105378419		LOC105378419	uncharacterized LOC105378419
9256784	105378421	ENSG00000232936	PANK1-AS1	PANK1 antisense RNA 1
9256803	105378424		LOC105378424	uncharacterized LOC105378424
9256806	105378425	ENSG00000280560	LINC01374	long intergenic non-protein coding RNA 1374
9256809	105378426		LOC105378426	uncharacterized LOC105378426
9256812	105378427		XLOC_008559	uncharacterized LOC105378427
9256820	105378429	ENSG00000286981	LOC105378429	uncharacterized LOC105378429
9256829	105378430		LOC105378430	uncharacterized LOC105378430
9256838	105378433		LOC105378433	uncharacterized LOC105378433
9256849	105378436		LOC105378436	uncharacterized LOC105378436
9256852	105378437		LOC105378437	uncharacterized LOC105378437
9256857	105378438		LOC105378438	uncharacterized LOC105378438
9256872	105378443		LOC105378443	uncharacterized LOC105378443
9256888	105378447		LOC105378447	uncharacterized LOC105378447
9256893	105378448		LOC105378448	uncharacterized LOC105378448
9256896	105378449		LOC105378449	uncharacterized LOC105378449
9256899	105378450		LOC105378450	uncharacterized LOC105378450
9256914	105378453	ENSG00000289441	LOC105378453	uncharacterized LOC105378453
9256921	105378455		LOC105378455	uncharacterized LOC105378455
9256924	105378456		LOC105378456	uncharacterized LOC105378456
9256927	105378457		LOC105378457	uncharacterized LOC105378457
9256934	105378458		LOC105378458	uncharacterized LOC105378458
9256952	105378460		LOC105378460	uncharacterized LOC105378460
9256968	105378464	ENSG00000237761	LOC105378464	uncharacterized LOC105378464
9256975	105378465		LOC105378465	uncharacterized LOC105378465
9256982	105378466		LOC105378466	uncharacterized LOC105378466
9256985	105378467		LOC105378467	uncharacterized LOC105378467
9256988	105378468		LOC105378468	uncharacterized LOC105378468
9256991	105378469		LOC105378469	uncharacterized LOC105378469
9256996	105378470	ENSG00000229775	LINC02624	long intergenic non-protein coding RNA 2624
9257003	105378472		LOC105378472	uncharacterized LOC105378472
9257006	105378473	ENSG00000287047	LOC105378473	uncharacterized LOC105378473
9257011	105378474		LOC105378474	uncharacterized LOC105378474
9257018	105378475		LOC105378475	uncharacterized LOC105378475
9257021	105378476		LOC105378476	uncharacterized LOC105378476
9257026	105378477		LOC105378477	uncharacterized LOC105378477
9257037	105378478		LINC02661	long intergenic non-protein coding RNA 2661
9257040	105378479		LOC105378479	uncharacterized LOC105378479
9257051	105378480		LOC105378480	uncharacterized LOC105378480
9257054	105378481		DUSP5-DT	DUSP5 divergent transcript
9257057	105378482		LOC105378482	uncharacterized LOC105378482
9257061	105378483		LOC105378483	uncharacterized LOC105378483
9257064	105378484		LOC105378484	uncharacterized LOC105378484
9257067	105378485		LOC105378485	uncharacterized LOC105378485
9257088	105378490		LOC105378490	uncharacterized LOC105378490
9257094	105378492		LOC105378492	uncharacterized LOC105378492
9257099	105378493		LOC105378493	uncharacterized LOC105378493
9257102	105378494		LOC105378494	uncharacterized LOC105378494
9257108	105378496		LOC105378496	uncharacterized LOC105378496
9257111	105378497		LOC105378497	uncharacterized LOC105378497
9257116	105378498		LOC105378498	uncharacterized LOC105378498
9257119	105378499	ENSG00000232767	HSPA12A-AS1	HSPA12A antisense RNA 1
9257124	105378500	ENSG00000225936	SLC18A2-AS1	SLC18A2 antisense RNA 1
9257130	105378502		LOC105378502	uncharacterized LOC105378502
9257136	105378504		LOC105378504	uncharacterized LOC105378504
9257147	105378507		LOC105378507	uncharacterized LOC105378507
9257158	105378511		LOC105378511	uncharacterized LOC105378511
9257161	105378512		LOC105378512	uncharacterized LOC105378512
9257164	105378513		LOC105378513	uncharacterized LOC105378513
9257176	105378515		LOC105378515	uncharacterized LOC105378515
9257182	105378516	ENSG00000274461	LINC02930	long intergenic non-protein coding RNA 2930
9257197	105378519		LOC105378519	uncharacterized LOC105378519
9257200	105378520		LOC105378520	uncharacterized LOC105378520
9257208	105378521		LOC105378521	uncharacterized LOC105378521
9257215	105378522		LOC105378522	uncharacterized LOC105378522
9257218	105378523		LOC105378523	uncharacterized LOC105378523
9257224	105378525		LOC105378525	uncharacterized LOC105378525
9257251	105378530		LOC105378530	uncharacterized LOC105378530
9257254	105378531	ENSG00000286344	LINC02641	long intergenic non-protein coding RNA 2641
9257304	105378532		LOC105378532	uncharacterized LOC105378532
9257309	105378533	ENSG00000231138	LOC105378533	uncharacterized LOC105378533
9257312	105378534		LOC105378534	uncharacterized LOC105378534
9257318	105378536		LOC105378536	uncharacterized LOC105378536
9257339	105378541		LOC105378541	uncharacterized LOC105378541
9257342	105378542		LOC105378542	uncharacterized LOC105378542
9257345	105378543		LOC105378543	uncharacterized LOC105378543
9257350	105378544		LOC105378544	uncharacterized LOC105378544
9257353	105378545		LOC105378545	uncharacterized LOC105378545
9257364	105378548		LOC105378548	uncharacterized LOC105378548
9257369	105378549		LOC105378549	uncharacterized LOC105378549
9257374	105378550		LOC105378550	uncharacterized LOC105378550
9257376	105378551		LOC105378551	uncharacterized LOC105378551
9257378	105378552		LOC105378552	uncharacterized LOC105378552
9257392	105378553		AS-PTPRE	lncRNA antisense to PTPRE protein-coding gene
9257401	105378554		LOC105378554	uncharacterized LOC105378554
9257404	105378555		LOC105378555	uncharacterized LOC105378555
9257407	105378556		LOC105378556	uncharacterized LOC105378556
9257410	105378557		LOC105378557	uncharacterized LOC105378557
9257413	105378558		EBF3-AS1	EBF3 antisense RNA 1
9257419	105378560		LOC105378560	uncharacterized LOC105378560
9257421	105378561		LOC105378561	uncharacterized LOC105378561
9257422	105378562		LOC105378562	uncharacterized LOC105378562
9257427	105378563		LOC105378563	uncharacterized LOC105378563
9257441	105378565		LOC105378565	uncharacterized LOC105378565
9257443	105378566		LOC105378566	uncharacterized LOC105378566
9257445	105378567		JAKMIP3-AS1	JAKMIP3 antisense RNA 1
9257448	105378568		LINC03068	long intergenic non-protein coding RNA 3068
9257451	105378569		LOC105378569	uncharacterized LOC105378569
9257463	105378571		LOC105378571	uncharacterized LOC105378571
9257470	105378572		LOC105378572	uncharacterized LOC105378572
9257475	105378573		LOC105378573	uncharacterized LOC105378573
9257488	105378574		LOC105378574	uncharacterized LOC105378574
9257491	105378575		LOC105378575	uncharacterized LOC105378575
9257497	105378577		LOC105378577	uncharacterized LOC105378577
9257506	105378580	ENSG00000237491	LINC01409	long intergenic non-protein coding RNA 1409
9257523	105378585		ANKRD65-AS1	ANKRD65 antisense RNA 1
9257526	105378586		LOC105378586	uncharacterized LOC105378586
9257539	105378589		LOC105378589	uncharacterized LOC105378589
9257542	105378590		LOC105378590	uncharacterized LOC105378590
9257545	105378591	ENSG00000226969	PRKCZ-DT	PRKCZ divergent transcript
9257550	105378593		LOC105378593	uncharacterized LOC105378593
9257574	105378597		MMEL1-AS1	MMEL1 antisense RNA 1
9257593	105378598		LOC105378598	uncharacterized LOC105378598
9257660	105378599		LOC105378599	uncharacterized LOC105378599
9257667	105378600		LOC105378600	uncharacterized LOC105378600
9257672	105378601		LOC105378601	uncharacterized LOC105378601
9257677	105378602		LOC105378602	uncharacterized LOC105378602
9257685	105378604		LOC105378604	uncharacterized LOC105378604
9257698	105378605		LOC105378605	uncharacterized LOC105378605
9257705	105378606		LOC105378606	uncharacterized LOC105378606
9257717	105378608		LOC105378608	uncharacterized LOC105378608
9257723	105378610		TP73-AS3	TP73 antisense RNA 3
9257730	105378612		LOC105378612	uncharacterized LOC105378612
9257734	105378614	ENSG00000235185	MICOS10-DT	MICOS10 divergent transcript
9257736	105378615		LOC105378615	uncharacterized LOC105378615
9257738	105378616	ENSG00000229388	TAF12-DT	TAF12 divergent transcript
9257740	105378617		LOC105378617	uncharacterized LOC105378617
9257745	105378618		LOC105378618	uncharacterized LOC105378618
9257754	105378620		LOC105378620	uncharacterized LOC105378620
9257757	105378621		LOC105378621	uncharacterized LOC105378621
9257762	105378622	ENSG00000223382	LINC01778	long intergenic non-protein coding RNA 1778
9257774	105378623		LOC105378623	uncharacterized LOC105378623
9257784	105378625		LOC105378625	uncharacterized LOC105378625
9257789	105378626		LOC105378626	uncharacterized LOC105378626
9257816	105378629		LOC105378629	uncharacterized LOC105378629
9257824	105378631		LOC105378631	uncharacterized LOC105378631
9257827	105378632		LOC105378632	uncharacterized LOC105378632
9257834	105378635		LOC105378635	uncharacterized LOC105378635
9257850	105378639		LOC105378639	uncharacterized LOC105378639
9257856	105378641		LOC105378641	uncharacterized LOC105378641
9257861	105378642		LOC105378642	uncharacterized LOC105378642
9257877	105378644	ENSG00000284640	LOC105378644	uncharacterized LOC105378644
9257882	105378645	ENSG00000239636	TFAP2E-AS1	TFAP2E antisense RNA 1
9257886	105378646		LOC105378646	uncharacterized LOC105378646
9257895	105378647		LOC105378647	uncharacterized LOC105378647
9257898	105378648		LOC105378648	uncharacterized LOC105378648
9257903	105378649		LOC105378649	uncharacterized LOC105378649
9257908	105378650		LOC105378650	uncharacterized LOC105378650
9257911	105378651		LOC105378651	uncharacterized LOC105378651
9257927	105378653		MIR3659HG	MIR3659 host gene
9257934	105378654		LOC105378654	uncharacterized LOC105378654
9257943	105378655		LINC02786	long intergenic non-protein coding RNA 2786
9257950	105378656	ENSG00000238063	LINC01685	long intergenic non-protein coding RNA 1685
9257953	105378657		LOC105378657	uncharacterized LOC105378657
9257956	105378658		LOC105378658	uncharacterized LOC105378658
9257962	105378660		LOC105378660	uncharacterized LOC105378660
9257968	105378662		LOC105378662	uncharacterized LOC105378662
9257971	105378663	ENSG00000228436	RRAGC-DT	RRAGC divergent transcript
9257982	105378666	ENSG00000285905	BMP8B-AS1	BMP8B antisense RNA 1
9257984	105378667		LOC105378667	uncharacterized LOC105378667
9257989	105378668	ENSG00000236546	MYCL-AS1	MYCL antisense RNA 1
9257992	105378669		LOC105378669	uncharacterized LOC105378669
9258010	105378671		LOC105378671	uncharacterized LOC105378671
9258015	105378672		EXO5-DT	EXO5 divergent transcript
9258018	105378673		LOC105378673	uncharacterized LOC105378673
9258025	105378675		LOC105378675	uncharacterized LOC105378675
9258030	105378676		LOC105378676	uncharacterized LOC105378676
9258037	105378678		LOC105378678	uncharacterized LOC105378678
9258056	105378683		TMEM269-DT	TMEM269 divergent transcript
9258068	105378685		LOC105378685	uncharacterized LOC105378685
9258092	105378687	ENSG00000234694	CDC20-DT	CDC20 divergent transcript
9258105	105378688		LINC02918	long intergenic non-protein coding RNA 2918
9258111	105378690		LOC105378690	uncharacterized LOC105378690
9258116	105378691		LOC105378691	uncharacterized LOC105378691
9258122	105378693		LOC105378693	uncharacterized LOC105378693
9258127	105378694		LOC105378694	uncharacterized LOC105378694
9258137	105378696	ENSG00000282881	TMEM275	transmembrane protein 275
9258142	105378697		LOC105378697	uncharacterized LOC105378697
9258146	105378698		LOC105378698	uncharacterized LOC105378698
9258149	105378699		LOC105378699	uncharacterized LOC105378699
9258155	105378701		LOC105378701	uncharacterized LOC105378701
9258173	105378706		LOC105378706	uncharacterized LOC105378706
9258181	105378708		LOC105378708	uncharacterized LOC105378708
9258184	105378709		LOC105378709	uncharacterized LOC105378709
9258189	105378710		LOC105378710	uncharacterized LOC105378710
9258192	105378711		LOC105378711	uncharacterized LOC105378711
9258196	105378712	ENSG00000284696	LINC02808	long intergenic non-protein coding RNA 2808
9258216	105378714	ENSG00000284700	LOC105378714	uncharacterized LOC105378714
